sep=,
DeviceTag:,Xsens
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Complete(Quaternion)
StartTime: ,2024-04-03_10:37:15_065 CEST
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
280,155793377,0.922576,-0.027598,-0.023973,0.384079,-0.031882,-0.494190,0.315648
281,155810044,0.922534,-0.027826,-0.023855,0.384171,0.022452,-0.521455,0.288675
282,155826711,0.922528,-0.027962,-0.023722,0.384185,0.032431,-0.509287,0.276169
283,155843378,0.922537,-0.027935,-0.023423,0.384182,-0.035884,-0.444529,0.281287
284,155860045,0.922524,-0.028046,-0.023265,0.384216,-0.074662,-0.422013,0.275680
285,155876712,0.922456,-0.028238,-0.023212,0.384367,-0.012753,-0.418740,0.186095
286,155893379,0.922383,-0.028495,-0.023061,0.384533,0.031627,-0.473569,0.254686
287,155910046,0.922347,-0.028618,-0.022811,0.384625,0.049918,-0.527780,0.272834
288,155926713,0.922382,-0.028639,-0.022523,0.384557,0.002861,-0.514110,0.255631
289,155943380,0.922446,-0.028627,-0.022218,0.384423,-0.070603,-0.484733,0.304494
290,155960047,0.922484,-0.028644,-0.021991,0.384343,-0.107621,-0.459495,0.327854
291,155976714,0.922471,-0.028789,-0.022005,0.384362,-0.091880,-0.485673,0.283733
292,155993381,0.922463,-0.028812,-0.022075,0.384376,0.018381,-0.449471,0.252377
293,156010048,0.922482,-0.028810,-0.022002,0.384335,0.065636,-0.399274,0.191059
294,156026715,0.922531,-0.028779,-0.021665,0.384237,-0.013209,-0.339690,0.228290
295,156043382,0.922552,-0.028868,-0.021342,0.384198,-0.092691,-0.344516,0.235345
296,156060049,0.922525,-0.029070,-0.021119,0.384262,-0.098267,-0.370600,0.271129
297,156076716,0.922484,-0.029298,-0.021052,0.384347,-0.064708,-0.418346,0.296144
298,156093383,0.922459,-0.029467,-0.020981,0.384397,0.002093,-0.410420,0.277160
299,156110050,0.922467,-0.029635,-0.020830,0.384374,0.010763,-0.384228,0.259042
300,156126717,0.922467,-0.029793,-0.020485,0.384380,-0.050187,-0.344076,0.265014
301,156143384,0.922409,-0.030116,-0.020233,0.384506,-0.088514,-0.380407,0.280192
302,156160051,0.922362,-0.030454,-0.020113,0.384599,-0.016694,-0.479649,0.273080
303,156176718,0.922376,-0.030604,-0.019919,0.384563,-0.028877,-0.479449,0.264953
304,156193385,0.922452,-0.030716,-0.019774,0.384380,-0.051658,-0.454440,0.275010
305,156210052,0.922503,-0.030696,-0.019489,0.384273,-0.138977,-0.391881,0.205271
306,156226719,0.922462,-0.030947,-0.019518,0.384350,-0.163970,-0.438409,0.297335
307,156243386,0.922403,-0.031101,-0.019613,0.384475,-0.054410,-0.434067,0.210836
308,156260053,0.922393,-0.031422,-0.019702,0.384468,-0.034051,-0.438866,0.267654
309,156276720,0.922463,-0.031659,-0.019743,0.384278,0.021220,-0.498839,0.251659
310,156293387,0.922548,-0.031675,-0.019554,0.384083,-0.035798,-0.455022,0.283153
311,156310054,0.922564,-0.031792,-0.019559,0.384035,-0.076722,-0.450562,0.316322
312,156326721,0.922549,-0.031784,-0.019594,0.384071,-0.021560,-0.428631,0.268654
313,156343388,0.922577,-0.031833,-0.019584,0.383999,-0.031483,-0.386061,0.239772
314,156360055,0.922673,-0.031905,-0.019526,0.383765,-0.013732,-0.360188,0.188275
315,156376722,0.922767,-0.032002,-0.019280,0.383544,-0.107159,-0.343725,0.211989
316,156393389,0.922751,-0.032269,-0.019262,0.383559,-0.130991,-0.395088,0.276826
317,156410056,0.922684,-0.032513,-0.019350,0.383696,-0.051513,-0.474440,0.255318
318,156426723,0.922623,-0.032663,-0.019530,0.383820,0.012460,-0.470094,0.303335
319,156443390,0.922624,-0.032675,-0.019671,0.383811,0.081943,-0.413957,0.249692
320,156460057,0.922676,-0.032653,-0.019513,0.383697,0.010597,-0.313529,0.269452
321,156476724,0.922721,-0.032739,-0.019379,0.383587,-0.023949,-0.321654,0.260207
322,156493391,0.922717,-0.032805,-0.019193,0.383600,-0.071194,-0.364081,0.276780
323,156510058,0.922678,-0.032944,-0.019140,0.383685,-0.058355,-0.416591,0.265020
324,156526725,0.922642,-0.033034,-0.019194,0.383761,-0.025306,-0.441005,0.251120
325,156543392,0.922637,-0.033015,-0.019174,0.383776,-0.013523,-0.411929,0.228916
326,156560059,0.922648,-0.033062,-0.019230,0.383741,-0.039501,-0.417901,0.298202
327,156576726,0.922679,-0.032999,-0.019272,0.383671,-0.003581,-0.363150,0.252264
328,156593393,0.922717,-0.033009,-0.019237,0.383581,-0.022163,-0.330539,0.257879
329,156610060,0.922774,-0.033059,-0.019244,0.383438,-0.010052,-0.325217,0.278584
330,156626727,0.922855,-0.033110,-0.019183,0.383242,-0.034853,-0.323563,0.278312
331,156643394,0.922951,-0.033233,-0.019173,0.383001,-0.044246,-0.353269,0.278229
332,156660061,0.923002,-0.033280,-0.019143,0.382876,-0.052938,-0.301406,0.285477
333,156676728,0.922988,-0.033381,-0.019125,0.382901,-0.078912,-0.333575,0.269034
334,156693395,0.922919,-0.033582,-0.019254,0.383043,0.013462,-0.331403,0.253273
335,156710062,0.922862,-0.033761,-0.019262,0.383165,0.061820,-0.349252,0.232187
336,156726729,0.922851,-0.033900,-0.019141,0.383184,0.057696,-0.353388,0.267482
337,156743396,0.922895,-0.033981,-0.018876,0.383084,0.014146,-0.372522,0.251049
338,156760063,0.922933,-0.033994,-0.018592,0.383006,-0.077915,-0.387954,0.309902
339,156776730,0.922946,-0.034000,-0.018516,0.382977,-0.117081,-0.361919,0.313424
340,156793397,0.922935,-0.034106,-0.018687,0.382986,-0.019558,-0.338686,0.255965
341,156810064,0.922912,-0.034145,-0.018730,0.383038,0.054295,-0.314893,0.246115
342,156826731,0.922927,-0.034225,-0.018699,0.382994,0.028335,-0.285147,0.280246
343,156843398,0.922960,-0.034350,-0.018603,0.382908,0.021770,-0.308391,0.201692
344,156860065,0.922999,-0.034556,-0.018499,0.382800,0.020870,-0.310220,0.256670
345,156876732,0.923043,-0.034646,-0.018166,0.382704,-0.015181,-0.333555,0.275702
346,156893399,0.923059,-0.034793,-0.017935,0.382661,-0.088484,-0.326080,0.274920
347,156910066,0.923076,-0.034956,-0.017772,0.382614,-0.071671,-0.320730,0.261959
348,156926733,0.923088,-0.035260,-0.017608,0.382564,-0.101132,-0.338182,0.316352
349,156943400,0.923110,-0.035551,-0.017573,0.382487,-0.054782,-0.390435,0.268040
350,156960067,0.923120,-0.035814,-0.017524,0.382440,-0.030330,-0.404829,0.263032
351,156976734,0.923113,-0.035918,-0.017469,0.382450,0.005903,-0.430941,0.249801
352,156993401,0.923098,-0.035838,-0.017347,0.382498,-0.067900,-0.388508,0.264219
353,157010068,0.923103,-0.035770,-0.017402,0.382490,-0.064813,-0.334025,0.220036
354,157026735,0.923066,-0.035726,-0.017473,0.382580,-0.075686,-0.308324,0.266423
355,157043402,0.923004,-0.035709,-0.017565,0.382728,-0.087213,-0.310142,0.267232
356,157060069,0.922926,-0.035774,-0.017827,0.382897,-0.022455,-0.355524,0.292714
357,157076736,0.922905,-0.035691,-0.017900,0.382953,0.002258,-0.310194,0.265592
358,157093403,0.922920,-0.035711,-0.017997,0.382909,-0.008025,-0.276545,0.292408
359,157110070,0.922937,-0.035757,-0.018005,0.382864,-0.011991,-0.274857,0.303368
360,157126737,0.922932,-0.035814,-0.018021,0.382870,-0.031551,-0.269088,0.274596
361,157143404,0.922897,-0.036031,-0.018021,0.382934,0.007988,-0.304725,0.244297
362,157160071,0.922874,-0.036165,-0.018040,0.382975,0.061365,-0.336534,0.280428
363,157176738,0.922897,-0.036180,-0.017806,0.382930,0.019928,-0.333387,0.217708
364,157193405,0.922928,-0.036212,-0.017662,0.382858,-0.040847,-0.286639,0.219318
365,157210072,0.922933,-0.036255,-0.017413,0.382854,-0.071843,-0.324894,0.207138
366,157226739,0.922934,-0.036333,-0.017317,0.382850,-0.151536,-0.290398,0.295824
367,157243406,0.922947,-0.036717,-0.017551,0.382770,-0.043086,-0.378363,0.293434
368,157260073,0.923005,-0.036874,-0.017626,0.382610,0.073501,-0.413861,0.272187
369,157276740,0.923101,-0.036797,-0.017457,0.382395,0.002754,-0.381714,0.318366
370,157293407,0.923181,-0.036691,-0.017403,0.382214,-0.040874,-0.323462,0.286837
371,157310074,0.923242,-0.036618,-0.017320,0.382078,-0.063778,-0.266201,0.216404
372,157326741,0.923241,-0.036588,-0.017263,0.382086,-0.069514,-0.260238,0.234824
373,157343408,0.923215,-0.036597,-0.017289,0.382147,-0.045449,-0.253625,0.228564
374,157360075,0.923183,-0.036632,-0.017302,0.382220,-0.046745,-0.255272,0.249442
375,157376742,0.923166,-0.036753,-0.017417,0.382245,-0.009314,-0.269316,0.264506
376,157393409,0.923181,-0.036865,-0.017412,0.382197,0.019833,-0.264105,0.274697
377,157410076,0.923210,-0.036981,-0.017376,0.382119,-0.010400,-0.258947,0.291820
378,157426743,0.923219,-0.037155,-0.017345,0.382080,0.063412,-0.301621,0.264890
379,157443410,0.923245,-0.037254,-0.017140,0.382016,0.010466,-0.324000,0.258171
380,157460077,0.923282,-0.037332,-0.017009,0.381925,-0.001867,-0.358575,0.262570
381,157476744,0.923333,-0.037283,-0.016850,0.381814,-0.041395,-0.310966,0.265408
382,157493411,0.923373,-0.037307,-0.016841,0.381716,-0.051019,-0.285347,0.277356
383,157510078,0.923405,-0.037320,-0.016790,0.381640,-0.012034,-0.252336,0.238194
384,157526745,0.923426,-0.037375,-0.016718,0.381587,-0.021520,-0.253200,0.258846
385,157543412,0.923454,-0.037442,-0.016604,0.381517,-0.009885,-0.294829,0.247921
386,157560079,0.923497,-0.037473,-0.016510,0.381415,-0.027311,-0.304114,0.288589
387,157576746,0.923556,-0.037478,-0.016379,0.381276,-0.030336,-0.267438,0.254453
388,157593413,0.923602,-0.037565,-0.016304,0.381161,-0.065669,-0.255798,0.279331
389,157610080,0.923605,-0.037614,-0.016234,0.381151,-0.041202,-0.285849,0.273211
390,157626747,0.923595,-0.037736,-0.016254,0.381162,-0.042455,-0.248814,0.272177
391,157643414,0.923606,-0.037862,-0.016252,0.381123,0.030280,-0.268394,0.257469
392,157660081,0.923652,-0.037993,-0.016163,0.381002,0.023120,-0.259862,0.276027
393,157676748,0.923725,-0.038066,-0.015975,0.380827,0.016049,-0.275502,0.280910
394,157693415,0.923791,-0.038106,-0.015745,0.380672,-0.067956,-0.246414,0.280734
395,157710082,0.923808,-0.038250,-0.015687,0.380617,-0.060056,-0.295336,0.295733
396,157726749,0.923789,-0.038325,-0.015670,0.380658,-0.026868,-0.301668,0.257820
397,157743416,0.923764,-0.038487,-0.015766,0.380697,0.031530,-0.265949,0.243547
398,157760083,0.923754,-0.038466,-0.015596,0.380731,0.078553,-0.282432,0.213609
399,157776750,0.923741,-0.038357,-0.015289,0.380787,-0.058723,-0.218867,0.302126
400,157793417,0.923679,-0.038384,-0.015090,0.380940,-0.090879,-0.199521,0.257302
401,157810084,0.923568,-0.038518,-0.014952,0.381203,-0.092780,-0.236316,0.317027
402,157826751,0.923449,-0.038717,-0.014923,0.381473,-0.040802,-0.310836,0.302693
403,157843418,0.923338,-0.038895,-0.015073,0.381717,0.053160,-0.354084,0.313940
404,157860085,0.923251,-0.038852,-0.015026,0.381932,0.139894,-0.348881,0.247434
405,157876752,0.923209,-0.038517,-0.014670,0.382081,0.034289,-0.257284,0.230959
406,157893419,0.923152,-0.038302,-0.014380,0.382251,-0.052274,-0.208791,0.235085
407,157910086,0.923104,-0.038129,-0.014078,0.382396,-0.110260,-0.181712,0.221865
408,157926753,0.923015,-0.038155,-0.013918,0.382615,-0.168367,-0.197591,0.287165
409,157943420,0.922930,-0.038278,-0.014017,0.382803,-0.083128,-0.272246,0.284330
410,157960087,0.922865,-0.038354,-0.014098,0.382950,-0.076782,-0.264590,0.288833
411,157976754,0.922828,-0.038468,-0.014317,0.383020,0.010845,-0.290359,0.266960
412,157993421,0.922840,-0.038393,-0.014278,0.382999,-0.002425,-0.228592,0.273592
413,158010088,0.922844,-0.038469,-0.014340,0.382979,-0.019090,-0.181008,0.292848
414,158026755,0.922813,-0.038599,-0.014257,0.383045,0.002903,-0.161537,0.259109
415,158043422,0.922760,-0.038799,-0.014160,0.383155,-0.021369,-0.184789,0.255750
416,158060089,0.922695,-0.039069,-0.014065,0.383289,0.023675,-0.269630,0.262989
417,158076756,0.922654,-0.039237,-0.013879,0.383375,0.031806,-0.309163,0.244539
418,158093423,0.922687,-0.039267,-0.013654,0.383303,0.014007,-0.268995,0.242370
419,158110090,0.922746,-0.039268,-0.013293,0.383173,-0.076563,-0.205323,0.201255
420,158126757,0.922797,-0.039579,-0.013116,0.383023,-0.090109,-0.210162,0.300179
421,158143424,0.922859,-0.039838,-0.012912,0.382855,0.000077,-0.295755,0.287251
422,158160091,0.922934,-0.039965,-0.012614,0.382670,-0.037658,-0.285726,0.323470
423,158176758,0.923027,-0.040113,-0.012472,0.382435,-0.017030,-0.229563,0.289770
424,158193425,0.923154,-0.040222,-0.012210,0.382125,-0.015392,-0.223115,0.252807
425,158210092,0.923250,-0.040355,-0.011883,0.381890,-0.091050,-0.182657,0.252872
426,158226759,0.923282,-0.040598,-0.011706,0.381792,-0.068028,-0.233754,0.236341
427,158243426,0.923279,-0.040751,-0.011448,0.381792,-0.075873,-0.237435,0.243175
428,158260093,0.923264,-0.040925,-0.011301,0.381813,-0.101396,-0.281152,0.244956
429,158276760,0.923260,-0.041085,-0.011291,0.381806,-0.078008,-0.273941,0.257889
430,158293427,0.923262,-0.041167,-0.011353,0.381789,-0.027557,-0.271436,0.289347
431,158310094,0.923291,-0.041247,-0.011394,0.381710,0.000144,-0.220761,0.262748
432,158326761,0.923307,-0.041289,-0.011395,0.381667,-0.018789,-0.205259,0.278638
433,158343428,0.923313,-0.041422,-0.011398,0.381638,0.030271,-0.228075,0.280718
434,158360095,0.923335,-0.041478,-0.011284,0.381583,0.028274,-0.231026,0.259874
435,158376762,0.923402,-0.041518,-0.011168,0.381419,0.027389,-0.240611,0.253294
436,158393429,0.923457,-0.041501,-0.010902,0.381296,-0.004793,-0.196729,0.259353
437,158410096,0.923483,-0.041518,-0.010677,0.381238,-0.076629,-0.162666,0.263550
438,158426763,0.923447,-0.041663,-0.010523,0.381312,-0.096781,-0.158776,0.239851
439,158443430,0.923381,-0.041881,-0.010463,0.381451,-0.074862,-0.209122,0.260066
440,158460097,0.923291,-0.042109,-0.010435,0.381643,-0.026326,-0.252212,0.283396
441,158476764,0.923228,-0.042316,-0.010446,0.381774,0.013029,-0.268287,0.278879
442,158493431,0.923237,-0.042420,-0.010374,0.381742,0.008300,-0.262216,0.268272
443,158510098,0.923262,-0.042498,-0.010285,0.381674,-0.014734,-0.259290,0.281210
444,158526765,0.923309,-0.042508,-0.010196,0.381562,-0.020090,-0.243251,0.279774
445,158543432,0.923309,-0.042504,-0.010150,0.381565,-0.033928,-0.214307,0.273121
446,158560099,0.923308,-0.042526,-0.010178,0.381563,-0.009666,-0.194128,0.272687
447,158576766,0.923289,-0.042520,-0.010132,0.381611,-0.023285,-0.197489,0.267182
448,158593433,0.923313,-0.042537,-0.010102,0.381551,-0.016317,-0.181111,0.255634
449,158610100,0.923364,-0.042630,-0.010029,0.381419,0.012532,-0.205012,0.241973
450,158626767,0.923356,-0.042647,-0.009828,0.381443,-0.067509,-0.184317,0.255037
451,158643434,0.923293,-0.042797,-0.009767,0.381580,-0.070942,-0.214338,0.283408
452,158660101,0.923207,-0.042922,-0.009781,0.381772,-0.023424,-0.243444,0.295434
453,158676768,0.923152,-0.042983,-0.009822,0.381899,0.009824,-0.240860,0.300946
454,158693435,0.923111,-0.042987,-0.009833,0.381998,0.021303,-0.221399,0.263777
455,158710102,0.923097,-0.042999,-0.009766,0.382032,0.000147,-0.218633,0.275193
456,158726769,0.923092,-0.043023,-0.009734,0.382042,0.001754,-0.211917,0.209628
457,158743436,0.923063,-0.043059,-0.009640,0.382111,-0.013543,-0.242215,0.250447
458,158760103,0.923040,-0.043005,-0.009519,0.382174,-0.048595,-0.252965,0.266903
459,158776770,0.923064,-0.042981,-0.009514,0.382119,-0.065294,-0.265727,0.272462
460,158793437,0.923138,-0.042934,-0.009576,0.381945,-0.052538,-0.252137,0.278857
461,158810104,0.923212,-0.042930,-0.009643,0.381764,-0.090045,-0.213282,0.300366
462,158826771,0.923268,-0.042946,-0.009815,0.381622,-0.035910,-0.249286,0.286469
463,158843438,0.923290,-0.042838,-0.009867,0.381581,-0.062576,-0.233540,0.283468
464,158860105,0.923270,-0.042700,-0.010062,0.381638,-0.065912,-0.239399,0.241984
465,158876772,0.923244,-0.042450,-0.010222,0.381725,-0.052733,-0.254612,0.238939
466,158893439,0.923230,-0.042236,-0.010473,0.381777,-0.082120,-0.207562,0.249219
467,158910106,0.923193,-0.041962,-0.010719,0.381888,-0.037080,-0.176269,0.227939
468,158926773,0.923122,-0.041777,-0.011025,0.382072,-0.047126,-0.170395,0.265464
469,158943440,0.923064,-0.041559,-0.011327,0.382226,0.024390,-0.150171,0.278524
470,158960107,0.923050,-0.041390,-0.011525,0.382273,0.024711,-0.129909,0.269982
471,158976774,0.923047,-0.041259,-0.011609,0.382292,0.016594,-0.066857,0.260594
472,158993441,0.923067,-0.041297,-0.011638,0.382239,-0.003470,-0.082915,0.285251
473,159010108,0.923069,-0.041388,-0.011622,0.382225,-0.007978,-0.121945,0.268749
474,159026775,0.923050,-0.041505,-0.011577,0.382259,-0.038620,-0.155932,0.287489
475,159043442,0.923057,-0.041678,-0.011575,0.382224,-0.004957,-0.188456,0.280225
476,159060109,0.923110,-0.041779,-0.011553,0.382086,-0.006894,-0.206681,0.259027
477,159076776,0.923179,-0.041781,-0.011550,0.381919,0.019470,-0.193700,0.202076
478,159093443,0.923235,-0.041792,-0.011468,0.381784,-0.036500,-0.153712,0.244502
479,159110110,0.923269,-0.041958,-0.011464,0.381685,-0.063485,-0.168476,0.274277
480,159126777,0.923298,-0.042145,-0.011512,0.381593,-0.013596,-0.248278,0.285011
481,159143444,0.923329,-0.042247,-0.011508,0.381505,-0.021029,-0.264865,0.344317
482,159160111,0.923370,-0.042238,-0.011593,0.381405,0.019859,-0.283066,0.297964
483,159176778,0.923415,-0.042089,-0.011599,0.381312,-0.032703,-0.214658,0.286867
484,159193445,0.923421,-0.042046,-0.011781,0.381296,-0.000674,-0.179414,0.270038
485,159210112,0.923430,-0.041961,-0.011800,0.381284,0.033700,-0.160564,0.240146
486,159226779,0.923430,-0.041890,-0.011776,0.381293,0.012854,-0.133827,0.244443
487,159243446,0.923416,-0.041904,-0.011670,0.381327,-0.021710,-0.128886,0.244291
488,159260113,0.923366,-0.041933,-0.011639,0.381447,-0.062723,-0.144133,0.257637
489,159276780,0.923337,-0.042041,-0.011650,0.381505,-0.065897,-0.171923,0.270856
490,159293447,0.923306,-0.042105,-0.011725,0.381569,-0.007546,-0.205988,0.303106
491,159310114,0.923306,-0.042151,-0.011835,0.381561,-0.001194,-0.177058,0.294664
492,159326781,0.923322,-0.042248,-0.011917,0.381510,0.029158,-0.164932,0.241253
493,159343448,0.923379,-0.042330,-0.011908,0.381364,0.056309,-0.172245,0.240065
494,159360115,0.923431,-0.042365,-0.011787,0.381237,0.019840,-0.182522,0.256918
495,159376782,0.923466,-0.042382,-0.011656,0.381154,-0.040915,-0.180072,0.270088
496,159393449,0.923492,-0.042422,-0.011580,0.381089,-0.071101,-0.195121,0.277281
497,159410116,0.923511,-0.042460,-0.011556,0.381040,-0.069597,-0.222084,0.275829
498,159426783,0.923543,-0.042443,-0.011591,0.380964,-0.079509,-0.200560,0.281799
499,159443450,0.923581,-0.042432,-0.011668,0.380868,-0.061409,-0.175637,0.270229
500,159460117,0.923605,-0.042425,-0.011746,0.380809,-0.038098,-0.149649,0.288143
501,159476784,0.923640,-0.042464,-0.011861,0.380717,-0.019781,-0.147539,0.237899
502,159493451,0.923679,-0.042515,-0.011906,0.380615,-0.014880,-0.148306,0.281586
503,159510118,0.923723,-0.042594,-0.011965,0.380498,-0.022206,-0.194242,0.258348
504,159526785,0.923750,-0.042653,-0.012005,0.380425,-0.001141,-0.192193,0.264237
505,159543452,0.923781,-0.042664,-0.012011,0.380347,0.022549,-0.175479,0.281493
506,159560119,0.923781,-0.042632,-0.011942,0.380353,-0.009916,-0.186300,0.248020
507,159576786,0.923751,-0.042615,-0.011908,0.380429,-0.018932,-0.195705,0.271599
508,159593453,0.923725,-0.042585,-0.011883,0.380497,-0.034842,-0.191853,0.268928
509,159610120,0.923714,-0.042541,-0.011868,0.380527,-0.006865,-0.179841,0.243871
510,159626787,0.923725,-0.042522,-0.011805,0.380506,-0.042656,-0.172434,0.258804
511,159643454,0.923696,-0.042535,-0.011784,0.380576,-0.044846,-0.159599,0.275730
512,159660121,0.923642,-0.042584,-0.011815,0.380700,-0.017868,-0.215875,0.278338
513,159676788,0.923656,-0.042507,-0.011786,0.380675,-0.001551,-0.208874,0.266836
514,159693455,0.923685,-0.042456,-0.011824,0.380609,-0.017202,-0.207322,0.232774
515,159710122,0.923754,-0.042375,-0.011798,0.380453,-0.019160,-0.219259,0.246087
516,159726789,0.923849,-0.042261,-0.011842,0.380233,-0.053167,-0.143291,0.248074
517,159743456,0.923882,-0.042230,-0.011839,0.380157,-0.071560,-0.163564,0.284388
518,159760123,0.923860,-0.042222,-0.011970,0.380206,-0.075120,-0.164431,0.305222
519,159776790,0.923821,-0.042244,-0.012178,0.380292,0.016753,-0.171943,0.249371
520,159793457,0.923838,-0.042311,-0.012327,0.380238,0.025875,-0.170118,0.307804
521,159810124,0.923911,-0.042307,-0.012343,0.380061,0.052867,-0.215317,0.287482
522,159826791,0.924005,-0.042232,-0.012263,0.379844,0.004324,-0.163681,0.283864
523,159843458,0.924057,-0.042126,-0.012158,0.379731,-0.059238,-0.131291,0.286268
524,159860125,0.924023,-0.042100,-0.012188,0.379817,-0.046191,-0.115269,0.246984
525,159876792,0.923971,-0.042082,-0.012207,0.379944,-0.001304,-0.138641,0.237988
526,159893459,0.923978,-0.042096,-0.012236,0.379925,-0.001632,-0.142538,0.231409
527,159910126,0.924027,-0.042102,-0.012232,0.379806,0.013643,-0.142527,0.212298
528,159926793,0.924102,-0.042115,-0.012062,0.379627,-0.056417,-0.105612,0.269664
529,159943460,0.924115,-0.042198,-0.012042,0.379586,-0.077952,-0.153126,0.298647
530,159960127,0.924099,-0.042265,-0.012060,0.379617,-0.041374,-0.197234,0.299245
531,159976794,0.924124,-0.042264,-0.012150,0.379554,-0.010814,-0.200716,0.295067
532,159993461,0.924191,-0.042186,-0.012176,0.379400,0.011432,-0.141491,0.270178
533,160010128,0.924248,-0.042196,-0.012109,0.379261,-0.052200,-0.091164,0.281782
534,160026795,0.924228,-0.042311,-0.012139,0.379294,-0.042957,-0.118521,0.286499
535,160043462,0.924176,-0.042419,-0.012124,0.379411,0.010878,-0.198591,0.296094
536,160060129,0.924107,-0.042437,-0.012196,0.379574,0.032932,-0.215638,0.263735
537,160076796,0.924108,-0.042273,-0.012143,0.379591,0.066566,-0.180128,0.179026
538,160093463,0.924157,-0.042085,-0.011926,0.379500,-0.026034,-0.114144,0.212481
539,160110130,0.924168,-0.042015,-0.011645,0.379491,-0.118388,-0.076658,0.303551
540,160126797,0.924140,-0.042360,-0.011676,0.379519,-0.106148,-0.185593,0.348012
541,160143464,0.924127,-0.042543,-0.011753,0.379528,0.011241,-0.278644,0.322940
542,160160131,0.924136,-0.042445,-0.011733,0.379518,0.020042,-0.256896,0.320390
543,160176798,0.924200,-0.042279,-0.011680,0.379382,-0.021763,-0.141254,0.277322
544,160193465,0.924268,-0.042208,-0.011595,0.379227,-0.072098,-0.086336,0.257257
545,160210132,0.924263,-0.042275,-0.011540,0.379234,-0.073969,-0.082710,0.215764
546,160226799,0.924187,-0.042379,-0.011536,0.379408,-0.041479,-0.199496,0.243587
547,160243466,0.924083,-0.042446,-0.011618,0.379650,0.002876,-0.252655,0.267401
548,160260133,0.924066,-0.042281,-0.011643,0.379710,0.023643,-0.237315,0.256661
549,160276800,0.924102,-0.042073,-0.011597,0.379647,-0.060517,-0.133353,0.275749
550,160293467,0.924169,-0.041977,-0.011625,0.379494,-0.046344,-0.102639,0.263145
551,160310134,0.924193,-0.041935,-0.011573,0.379440,-0.085273,-0.096751,0.279811
552,160326801,0.924162,-0.041996,-0.011705,0.379506,-0.045467,-0.142165,0.304998
553,160343468,0.924149,-0.042001,-0.011791,0.379532,-0.019155,-0.169924,0.268764
554,160360135,0.924128,-0.041967,-0.011903,0.379585,0.004755,-0.156424,0.270395
555,160376802,0.924152,-0.041950,-0.012004,0.379526,0.017227,-0.137329,0.234611
556,160393469,0.924185,-0.041873,-0.011989,0.379453,-0.016209,-0.096913,0.237590
557,160410136,0.924213,-0.041893,-0.011968,0.379384,-0.020791,-0.121282,0.289816
558,160426803,0.924215,-0.041851,-0.011874,0.379387,-0.053382,-0.121293,0.301139
559,160443470,0.924185,-0.041883,-0.011912,0.379455,-0.087996,-0.108230,0.279812
560,160460137,0.924151,-0.041952,-0.012021,0.379526,-0.023636,-0.138731,0.268853
561,160476804,0.924114,-0.041990,-0.012091,0.379610,0.003617,-0.145003,0.258924
562,160493471,0.924170,-0.042013,-0.012131,0.379470,0.012210,-0.120611,0.238667
563,160510138,0.924200,-0.042069,-0.012069,0.379393,-0.019213,-0.120259,0.262821
564,160526805,0.924200,-0.042110,-0.012060,0.379388,-0.038251,-0.118414,0.258366
565,160543472,0.924170,-0.042169,-0.012087,0.379454,-0.048229,-0.140850,0.277949
566,160560139,0.924154,-0.042263,-0.012211,0.379479,0.009504,-0.144951,0.244984
567,160576806,0.924148,-0.042251,-0.012218,0.379495,0.027796,-0.165785,0.272900
568,160593473,0.924169,-0.042250,-0.012239,0.379444,-0.004540,-0.145264,0.262584
569,160610140,0.924182,-0.042231,-0.012207,0.379415,-0.018986,-0.132292,0.289367
570,160626807,0.924209,-0.042227,-0.012206,0.379348,-0.024148,-0.096320,0.264653
571,160643474,0.924216,-0.042248,-0.012157,0.379332,-0.019348,-0.110513,0.277781
572,160660141,0.924261,-0.042301,-0.012146,0.379216,-0.003157,-0.103984,0.225678
573,160676808,0.924338,-0.042438,-0.012072,0.379015,-0.030612,-0.104974,0.221571
574,160693475,0.924388,-0.042532,-0.011977,0.378886,-0.018566,-0.163640,0.282856
575,160710142,0.924450,-0.042658,-0.011842,0.378725,-0.068526,-0.146742,0.267940
576,160726809,0.924454,-0.042739,-0.011816,0.378706,-0.089724,-0.153604,0.258072
577,160743476,0.924392,-0.042902,-0.011826,0.378839,-0.091349,-0.190591,0.343216
578,160760143,0.924331,-0.043092,-0.012008,0.378962,-0.011716,-0.242177,0.336121
579,160776810,0.924354,-0.043090,-0.012174,0.378901,0.074370,-0.265426,0.264096
580,160793477,0.924440,-0.042870,-0.012111,0.378717,0.034076,-0.162320,0.223842
581,160810144,0.924515,-0.042680,-0.011993,0.378559,-0.046359,-0.089525,0.221116
582,160826811,0.924521,-0.042571,-0.011932,0.378557,-0.097462,-0.061724,0.265903
583,160843478,0.924445,-0.042618,-0.012031,0.378735,-0.080982,-0.120814,0.281948
584,160860145,0.924373,-0.042629,-0.012173,0.378906,-0.018659,-0.145088,0.275411
585,160876812,0.924287,-0.042543,-0.012297,0.379120,0.019883,-0.148753,0.261769
586,160893479,0.924231,-0.042427,-0.012332,0.379269,-0.001519,-0.136418,0.283892
