# OpenSignals Text File Format. Version 1
# {"00:07:80:4C:2A:F7": {"position": 0, "device": "bioplux", "device name": "00:07:80:4C:2A:F7", "device connection": "BTH00:07:80:4C:2A:F7", "sampling rate": 500, "resolution": [12, 12, 12, 12], "firmware version": 512, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-3-27", "time": "11:53:1.964", "channels": [1, 2, 3, 4], "sensor": ["XYZ", "XYZ", "XYZ", "ECG"], "label": ["x", "y", "z", "CH4"], "column": ["nSeq", "DI", "x", "y", "z", "CH4"], "special": [{}, {}, {}, {}], "digital IO": [0, 1], "convertedValues": 0}}
# EndOfHeader
0	0	930	747	809	2069	
1	0	931	747	809	2066	
2	0	931	749	810	2065	
3	0	930	747	810	2065	
4	0	929	747	811	2061	
5	0	929	747	811	2061	
6	0	927	746	812	2062	
7	0	928	747	810	2059	
8	0	928	748	812	2060	
9	0	927	747	812	2058	
10	0	927	747	812	2059	
11	0	927	747	813	2062	
12	0	927	747	812	2060	
13	0	929	746	811	2061	
14	0	925	746	811	2065	
15	0	925	745	812	2065	
16	0	925	746	811	2062	
17	0	927	747	815	2062	
18	0	926	746	816	2059	
19	0	923	745	815	2063	
20	0	923	743	815	2053	
21	0	922	744	815	2058	
22	0	921	744	814	2066	
23	0	920	744	813	2068	
24	0	920	744	815	2065	
25	0	922	744	817	2065	
26	0	922	744	817	2064	
27	0	922	744	819	2063	
28	0	923	744	820	2059	
29	0	923	745	820	2064	
30	0	923	744	820	2072	
31	0	923	744	819	2071	
32	0	923	744	817	2070	
33	0	925	746	821	2072	
34	0	925	745	817	2071	
35	0	924	744	817	2071	
36	0	924	744	818	2072	
37	0	924	745	823	2072	
38	0	922	744	821	2070	
39	0	920	745	823	2067	
40	0	921	744	825	2069	
41	0	920	744	825	2064	
42	0	922	746	823	2036	
43	0	922	746	820	2054	
44	0	923	746	818	2069	
45	0	925	746	819	2070	
46	0	925	747	819	2063	
47	0	925	748	818	2056	
48	0	926	748	818	2049	
49	0	924	749	817	2043	
50	0	925	748	818	2044	
51	0	925	750	819	2039	
52	0	925	749	820	2034	
53	0	925	750	821	2033	
54	0	925	751	820	2035	
55	0	925	750	819	2035	
56	0	925	752	817	2028	
57	0	927	753	816	2022	
58	0	926	752	815	2012	
59	0	926	752	815	2015	
60	0	928	750	815	2020	
61	0	927	751	816	2025	
62	0	928	751	816	2029	
63	0	926	751	815	2020	
64	0	925	751	815	2014	
65	0	924	749	816	2013	
66	0	924	749	817	2020	
67	0	923	750	820	2022	
68	0	922	749	819	2023	
69	0	922	749	821	2022	
70	0	925	750	824	2019	
71	0	923	749	822	2019	
72	0	924	749	821	2019	
73	0	923	749	821	2022	
74	0	924	749	822	2024	
75	0	925	750	822	2024	
76	0	923	749	824	2031	
77	0	924	749	823	2032	
78	0	925	749	823	2035	
79	0	924	750	823	2039	
80	0	925	749	823	2045	
81	0	925	749	823	2050	
82	0	926	749	824	2057	
83	0	925	747	823	2066	
84	0	925	747	823	2069	
85	0	925	745	822	2076	
86	0	926	746	823	2079	
87	0	926	746	823	2085	
88	0	926	745	823	2088	
89	0	928	745	823	2094	
90	0	928	744	821	2098	
91	0	927	746	823	2100	
92	0	928	745	823	2099	
93	0	926	745	820	2097	
94	0	926	744	820	2098	
95	0	926	744	819	2098	
96	0	926	744	820	2096	
97	0	926	745	819	2097	
98	0	925	745	819	2097	
99	0	926	745	820	2096	
100	0	926	744	820	2096	
101	0	925	745	820	2095	
102	0	926	745	820	2093	
103	0	925	745	820	2092	
104	0	925	745	820	2091	
105	0	923	744	821	2091	
106	0	921	743	821	2089	
107	0	921	744	821	2087	
108	0	921	745	822	2084	
109	0	921	744	821	2075	
110	0	922	745	823	2066	
111	0	922	745	824	2062	
112	0	924	746	824	2049	
113	0	924	746	823	2028	
114	0	923	746	823	2002	
115	0	924	745	822	1955	
116	0	924	746	822	1898	
117	0	925	746	822	1858	
118	0	925	747	822	1840	
119	0	924	748	821	1857	
120	0	926	748	822	1900	
121	0	926	747	824	1937	
122	0	925	747	824	1944	
123	0	923	747	824	1943	
124	0	922	749	823	1958	
125	0	922	748	823	2013	
126	0	922	749	823	2102	
127	0	923	749	823	2214	
128	0	923	749	822	2350	
129	0	922	748	823	2456	
130	0	922	749	824	2496	
131	0	923	749	824	2478	
132	0	923	750	823	2427	
133	0	922	749	823	2368	
134	0	921	748	825	2309	
135	0	920	748	825	2256	
136	0	920	748	824	2207	
137	0	920	748	824	2164	
138	0	919	748	823	2124	
139	0	918	748	823	2090	
140	0	919	748	824	2062	
141	0	919	748	824	2046	
142	0	919	747	825	2038	
143	0	917	746	825	2033	
144	0	917	744	826	2032	
145	0	915	745	826	2035	
146	0	915	745	826	2034	
147	0	916	746	826	2035	
148	0	916	745	825	2038	
149	0	920	743	825	2036	
150	0	923	743	824	2036	
151	0	922	743	824	2033	
152	0	923	742	822	2033	
153	0	918	742	824	2032	
154	0	914	741	825	2032	
155	0	912	740	826	2032	
156	0	911	741	827	2034	
157	0	912	741	826	2034	
158	0	912	740	826	2029	
159	0	914	741	825	2024	
160	0	916	741	824	2024	
161	0	919	741	823	2022	
162	0	920	741	822	2021	
163	0	921	741	822	2025	
164	0	925	741	822	2021	
165	0	925	744	825	2021	
166	0	924	744	825	2016	
167	0	923	745	826	2012	
168	0	921	744	825	2010	
169	0	921	744	825	2010	
170	0	920	745	826	2009	
171	0	920	745	827	2009	
172	0	921	746	827	2012	
173	0	923	747	827	2013	
174	0	921	746	825	2007	
175	0	922	747	828	2002	
176	0	920	747	829	2002	
177	0	919	747	831	1997	
178	0	919	748	832	1997	
179	0	920	748	831	1996	
180	0	922	749	831	1995	
181	0	922	749	828	1998	
182	0	922	748	830	1999	
183	0	922	747	830	2001	
184	0	920	746	831	1996	
185	0	921	745	834	1988	
186	0	919	746	837	1989	
187	0	917	746	840	1988	
188	0	915	746	840	1986	
189	0	915	745	842	1985	
190	0	916	746	843	1986	
191	0	916	745	843	1983	
192	0	917	745	844	1981	
193	0	914	744	844	1983	
194	0	914	743	845	1986	
195	0	914	744	844	1985	
196	0	917	744	843	1982	
197	0	917	745	841	1979	
198	0	916	745	839	1978	
199	0	916	746	836	1976	
200	0	919	746	831	1975	
201	0	920	746	827	1972	
202	0	923	746	824	1971	
203	0	927	746	824	1972	
204	0	927	746	823	1969	
205	0	930	745	823	1964	
206	0	930	746	825	1959	
207	0	928	744	831	1950	
208	0	929	745	832	1951	
209	0	927	743	832	1945	
210	0	926	743	832	1946	
211	0	926	745	831	1942	
212	0	925	744	833	1940	
