version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 13,1715194642828,2024-05-08_18-57-22,Europe/Madrid,ios,1.32,ab4f09d0-f7d6-418c-b252-cc4821c3629c,Accelerometer|Annotation|AccelerometerUncalibrated,10||10,false
