time,seconds_elapsed,z,y,x
1715194781103313200,0.009313232421875,-1.21484375,-0.1475830078125,0.0080108642578125
1715194781113387300,0.01938720703125,-1.209075927734375,-0.135284423828125,0.1270904541015625
1715194781123461000,0.029461181640625,-1.21563720703125,-0.09588623046875,0.2275238037109375
1715194781133535200,0.03953515625,-1.1509246826171875,-0.0310516357421875,0.2093658447265625
1715194781143610000,0.049610107421875,-1.1561279296875,-0.048980712890625,0.2206268310546875
1715194781153684200,0.059684326171875,-1.1563720703125,-0.078369140625,0.211456298828125
1715194781163758300,0.06975830078125,-1.1456146240234375,-0.046173095703125,0.14202880859375
1715194781173833200,0.079833251953125,-1.1485748291015625,-0.0043487548828125,0.0811920166015625
1715194781183907300,0.0899072265625,-1.1212615966796875,-0.0098114013671875,0.017303466796875
1715194781193981200,0.099981201171875,-1.0524749755859375,-0.028228759765625,-0.0542449951171875
1715194781204055300,0.11005517578125,-0.9481658935546875,-0.051666259765625,-0.139068603515625
1715194781214130200,0.120130126953125,-0.8492431640625,-0.09185791015625,-0.2154083251953125
1715194781224204300,0.130204345703125,-0.7827606201171875,-0.1200103759765625,-0.2723846435546875
1715194781234278100,0.140278076171875,-0.715728759765625,-0.1474151611328125,-0.32421875
1715194781244353300,0.150353271484375,-0.65533447265625,-0.170196533203125,-0.352752685546875
1715194781254427100,0.16042724609375,-0.615570068359375,-0.15972900390625,-0.3481903076171875
1715194781264501200,0.170501220703125,-0.5977783203125,-0.1386871337890625,-0.3280181884765625
1715194781274575400,0.180575439453125,-0.6026153564453125,-0.1003265380859375,-0.328704833984375
1715194781284650200,0.190650146484375,-0.6119232177734375,-0.068450927734375,-0.35443115234375
1715194781294724400,0.200724365234375,-0.62860107421875,-0.0794219970703125,-0.3662567138671875
1715194781304798200,0.210798095703125,-0.6578216552734375,-0.112945556640625,-0.3546600341796875
1715194781314873300,0.220873291015625,-0.71783447265625,-0.143157958984375,-0.33441162109375
1715194781324947500,0.230947509765625,-0.8108673095703125,-0.1810302734375,-0.3264617919921875
1715194781335021300,0.241021240234375,-0.886322021484375,-0.197509765625,-0.3540802001953125
1715194781345095200,0.25109521484375,-0.9207611083984375,-0.2150726318359375,-0.3906402587890625
1715194781355170300,0.26117041015625,-0.9330291748046875,-0.2325592041015625,-0.4056854248046875
1715194781365244200,0.271244140625,-0.948822021484375,-0.2039947509765625,-0.377410888671875
1715194781375318300,0.281318359375,-0.9843292236328125,-0.1118011474609375,-0.2993011474609375
1715194781385392000,0.29139208984375,-0.9992523193359375,-0.0150909423828125,-0.229278564453125
1715194781395467300,0.30146728515625,-1.0047454833984375,0.0466156005859375,-0.187347412109375
1715194781405541000,0.311541015625,-1.026519775390625,0.0855712890625,-0.1712799072265625
1715194781415615200,0.321615234375,-1.0102996826171875,0.1056060791015625,-0.1768646240234375
1715194781425690000,0.331690185546875,-0.9444427490234375,0.1291046142578125,-0.2280120849609375
1715194781435764200,0.34176416015625,-0.885009765625,0.18304443359375,-0.2706451416015625
1715194781445838300,0.35183837890625,-0.836578369140625,0.255950927734375,-0.2764892578125
1715194781455912400,0.361912353515625,-0.80078125,0.327728271484375,-0.278167724609375
1715194781465987300,0.3719873046875,-0.80133056640625,0.411834716796875,-0.24664306640625
1715194781476061400,0.3820615234375,-0.80419921875,0.45599365234375,-0.1993865966796875
1715194781486135300,0.39213525390625,-0.8045654296875,0.4618072509765625,-0.1890106201171875
1715194781496210400,0.40221044921875,-0.7891998291015625,0.4217681884765625,-0.22296142578125
1715194781506284300,0.4122841796875,-0.7752838134765625,0.3705291748046875,-0.2979736328125
1715194781516358100,0.422358154296875,-0.77783203125,0.3639068603515625,-0.3569183349609375
1715194781526432300,0.432432373046875,-0.80419921875,0.3795623779296875,-0.384796142578125
1715194781536507100,0.442507080078125,-0.8640594482421875,0.378326416015625,-0.3870849609375
1715194781546581200,0.452581298828125,-0.9168548583984375,0.3464813232421875,-0.377471923828125
1715194781556655000,0.462655029296875,-0.9227142333984375,0.3238983154296875,-0.368499755859375
1715194781566730200,0.472730224609375,-0.9102935791015625,0.28546142578125,-0.4123992919921875
1715194781576804000,0.48280419921875,-0.9651031494140625,0.207489013671875,-0.485137939453125
1715194781586878200,0.492878173828125,-1.0293731689453125,0.17401123046875,-0.5474090576171875
1715194781596952300,0.502952392578125,-1.0717315673828125,0.145172119140625,-0.5855712890625
1715194781607027200,0.513027099609375,-1.0740203857421875,0.0817108154296875,-0.523712158203125
1715194781617101300,0.523101318359375,-1.082550048828125,-0.0283050537109375,-0.3899383544921875
1715194781627175400,0.533175537109375,-1.0897216796875,-0.0850677490234375,-0.2780303955078125
1715194781637250300,0.543250244140625,-1.1103668212890625,-0.073211669921875,-0.210418701171875
1715194781647324400,0.553324462890625,-1.166656494140625,-0.0417327880859375,-0.17413330078125
1715194781657398300,0.563398193359375,-1.208831787109375,0.020782470703125,-0.12451171875
1715194781667472100,0.57347216796875,-1.173095703125,0.0583343505859375,-0.1141204833984375
1715194781677547300,0.58354736328125,-1.202606201171875,0.00860595703125,-0.165283203125
