time,seconds_elapsed,z,y,x
1714412571606972200,0.02597216796875,0.11652443870902061,-0.022389818723499773,-0.10802154491022228
1714412571617046300,0.03604638671875,0.006631400838494301,-0.029331308424472808,-0.09759951961711048
1714412571627119400,0.046119384765625,-0.020110475614666938,0.025487930869311094,-0.13603621777817607
1714412571637192200,0.056192138671875,-0.021637831312417984,0.04187492898143828,-0.09303747239857911
1714412571647265300,0.066265380859375,-0.007783493483066559,0.009432950323680415,-0.041704467785358426
1714412571657339400,0.07633935546875,-0.000045592707395553586,-0.0038165626134723423,-0.07824234658777714
1714412571667412200,0.086412109375,-0.08317045063972472,0.010165566314011812,-0.08814853131324052
1714412571677484800,0.09648486328125,-0.19507073667943475,-0.0027642040163278576,-0.06922989583164453
1714412571687559000,0.106558837890625,-0.24841420433223246,-0.00220510882884264,-0.04249970981627702
1714412571697631700,0.1166318359375,-0.22601649456322193,-0.0006171820502728223,-0.01457476105839014
1714412571707704800,0.126704833984375,-0.17262801872491834,-0.02154744048207067,-0.01770224542915821
1714412571717779000,0.136779052734375,-0.10236498045325279,-0.04414718476235866,-0.019994740280508995
1714412571727851800,0.146851806640625,-0.05237842201292515,-0.0698143446560949,-0.002051671832799911
1714412571737924900,0.1569248046875,-0.0679524232417345,-0.05722155119515955,0.017369067952036858
1714412571747997700,0.166997802734375,-0.06719254478514194,-0.06287548530362547,0.016159107640385625
1714412571758071800,0.17707177734375,-0.06084872871637344,-0.06814151607304811,0.02274286994487047
1714412571768145000,0.187144775390625,-0.05699731398522854,-0.07574475761838256,0.025862463270127773
1714412571778217700,0.1972177734375,-0.01988718825280666,-0.0892447290521115,0.051183367009460926
1714412571788291800,0.207291748046875,0.026289456510543822,-0.09069156685955822,0.05379924859628081
1714412571798365000,0.217364990234375,0.05505377870202064,-0.09114946669489145,0.08992869272828101
1714412571808437800,0.227437744140625,0.07184358546137809,-0.08676204539090394,0.13817396045923233
1714412571818511600,0.23751171875,0.05600245772898197,-0.06041895899698138,0.17254297078996897
1714412571828585000,0.2475849609375,0.03404547746479511,-0.024767060115700585,0.1702878853395581
1714412571838657800,0.25765771484375,0.015913023924827574,-0.013423837457597254,0.11095262992605566
1714412571848731000,0.26773095703125,0.023051789763569832,-0.0202668352201581,0.06980681893676519
1714412571858804700,0.2778046875,0.06534019491672516,-0.026355434418842194,0.04773585690408945
1714412571868877800,0.2878779296875,0.07927695033252238,-0.0118538847271353,0.02161445043683052
1714412571878951000,0.297950927734375,0.061976855963468545,-0.012536825489997863,-0.0017502046681940554
1714412571889024800,0.308024658203125,0.012379589101672172,-0.026979986924817782,-0.006736322517693042
1714412571899097900,0.318097900390625,0.002567220139503479,-0.022261077777296304,0.0180066352032125
1714412571909171000,0.3281708984375,0.018586042526364324,-0.034055925793573256,0.038033670318126676
1714412571919243800,0.338243896484375,0.016238602617383004,-0.03247925106137991,0.03826104933321476
1714412571929317600,0.348317626953125,0.02097089183628559,-0.021044970852648837,-0.007698591678589582
1714412571939391000,0.358390869140625,0.011911387068033217,-0.012311711497232317,-0.060551499335467815
1714412571949463800,0.3684638671875,-0.0062432783037424085,-0.021503756603971122,-0.07621756276190281
1714412571959537700,0.37853759765625,0.012740239107608794,-0.004432648685202002,-0.08082841755822301
1714412571969611000,0.388611083984375,0.03942015624046325,-0.006926365197077393,-0.027437749762833117
1714412571979683800,0.398683837890625,0.07037292838692664,-0.009778832018747925,0.024852555575221775
1714412571989757700,0.4087578125,0.12072422848641871,0.005591983921313658,0.07332447166889905
1714412571999830800,0.418830810546875,0.1237052901238203,-0.00816810888648033,0.06205693546235561
1714412572009903900,0.42890380859375,0.08495908762216567,-0.013462708163261413,0.031995120806246995
1714412572019977000,0.43897705078125,0.056280690148472784,0.009547142154723406,0.03207242382615805
1714412572030050800,0.44905078125,0.014134323814511298,0.011976570391887799,0.06970613504126667
1714412572040123600,0.45912353515625,0.014026771786808967,0.006412716586515307,0.019587328523397445
1714412572050197000,0.469197021484375,0.010906009417772292,-0.010473828545585274,0.00013575520887970923
1714412572060270800,0.479270751953125,0.06285188523232936,-0.05217654276527464,0.012880524361133575
1714412572070343700,0.48934375,0.13175532558858394,-0.05331592205874622,0.01625803797021508
1714412572080417000,0.4994169921875,0.13379764507114886,-0.06214410228915512,-0.07942468824014068
1714412572090489900,0.50948974609375,0.04171791178882122,-0.05360343376323581,-0.16558306864947078
1714412572100563700,0.519563720703125,-0.08394318857789039,-0.03614266893975437,-0.16257175800427792
1714412572110636800,0.52963671875,-0.1360872173130512,-0.003667938789865002,-0.050647506567090744
1714412572120710000,0.5397099609375,-0.11897475447058677,-0.008514209777256473,0.08371727086752653
1714412572130783700,0.54978369140625,-0.033545126727223394,-0.06318995808027685,0.12318740372955798
1714412572140856800,0.55985693359375,0.08984744418561458,-0.060673518279939886,0.08231339541897177
1714412572150930000,0.569929931640625,0.1308680213600397,-0.048020592129603024,-0.018561200346052645
1714412572161003800,0.580003662109375,0.09007423867881298,-0.04527940366268158,-0.0914164470680058
1714412572171076900,0.590076904296875,0.031227497434616086,-0.009589803119516,-0.1426246562577784
1714412572181149700,0.600149658203125,-0.03294423822462558,0.003744301094859838,-0.13529606693536042
1714412572191222800,0.610222900390625,-0.06268354292809963,-0.03715849491879344,-0.06910846140906214
1714412572201297000,0.620296875,-0.04095218811333179,-0.007652122188359499,0.019843933632969855
1714412572211369700,0.63036962890625,0.008707622590661048,0.013742621083185075,0.059739306169748305
1714412572221442800,0.64044287109375,0.033438159221410746,0.04085385143854655,0.04151873595491051
1714412572231517000,0.650516845703125,0.038109073641896245,0.021450418981537222,0.01629793158918619
1714412572241589800,0.66058984375,0.058953124228119845,-0.03131327602192759,0.013156418693065643
