sep=,
DeviceTag:,Xsens
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Complete(Quaternion)
StartTime: ,2024-04-03_10:38:19_179 CEST
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
294,220137390,0.929085,0.215158,0.013031,0.300565,-0.054039,-0.429669,0.258090
295,220154057,0.929089,0.215072,0.013109,0.300609,-0.046893,-0.469404,0.247265
296,220170724,0.929092,0.214980,0.013175,0.300664,-0.002585,-0.497763,0.233229
297,220187391,0.929078,0.214957,0.013250,0.300719,-0.052895,-0.491403,0.241486
298,220204058,0.929067,0.215023,0.013296,0.300705,-0.093116,-0.477322,0.216557
299,220220725,0.929045,0.215126,0.013389,0.300693,-0.112233,-0.373481,0.236753
300,220237392,0.929051,0.215123,0.013489,0.300673,-0.091542,-0.313745,0.261954
301,220254059,0.929076,0.215028,0.013590,0.300660,-0.059202,-0.316236,0.235815
302,220270726,0.929083,0.215007,0.013730,0.300646,-0.068514,-0.371470,0.240305
303,220287393,0.929065,0.215040,0.013722,0.300680,-0.197664,-0.455933,0.247316
304,220304060,0.929024,0.215195,0.013593,0.300700,-0.209890,-0.498292,0.245297
305,220320727,0.929003,0.215316,0.013642,0.300677,-0.152892,-0.387407,0.311165
306,220337394,0.929027,0.215241,0.013673,0.300654,-0.152594,-0.394888,0.237373
307,220354061,0.929056,0.215219,0.013749,0.300578,-0.109406,-0.387083,0.240030
308,220370728,0.929085,0.215200,0.013770,0.300501,-0.094795,-0.318951,0.310888
309,220387395,0.929131,0.215036,0.013711,0.300479,-0.121323,-0.419898,0.236320
310,220404062,0.929170,0.214990,0.013673,0.300391,-0.080770,-0.428991,0.245244
311,220420729,0.929211,0.214892,0.013729,0.300334,-0.076369,-0.351794,0.297882
312,220437396,0.929294,0.214604,0.013690,0.300284,-0.041749,-0.438805,0.263697
313,220454063,0.929357,0.214423,0.013744,0.300217,-0.038754,-0.430956,0.228493
314,220470730,0.929405,0.214254,0.013740,0.300189,-0.085812,-0.450764,0.227401
315,220487397,0.929413,0.214197,0.013752,0.300204,-0.100301,-0.420942,0.215150
316,220504064,0.929405,0.214138,0.013796,0.300268,-0.128291,-0.376090,0.287069
317,220520731,0.929424,0.213946,0.013824,0.300344,-0.094872,-0.367859,0.242891
318,220537398,0.929462,0.213718,0.013862,0.300390,-0.051719,-0.422748,0.238028
319,220554065,0.929479,0.213550,0.013943,0.300449,-0.024275,-0.406393,0.215384
320,220570732,0.929488,0.213442,0.014038,0.300494,-0.062143,-0.401999,0.217679
321,220587399,0.929472,0.213433,0.014170,0.300546,-0.059959,-0.399223,0.183646
322,220604066,0.929451,0.213548,0.014329,0.300519,-0.131931,-0.364390,0.225750
323,220620733,0.929469,0.213477,0.014330,0.300514,-0.132216,-0.400151,0.299193
324,220637400,0.929487,0.213496,0.014406,0.300442,-0.084368,-0.364693,0.226195
325,220654067,0.929504,0.213480,0.014501,0.300398,-0.109682,-0.323031,0.256071
326,220670734,0.929528,0.213380,0.014553,0.300392,-0.128014,-0.329837,0.274554
327,220687401,0.929553,0.213312,0.014616,0.300358,-0.095181,-0.339800,0.271838
328,220704068,0.929576,0.213183,0.014685,0.300376,-0.100459,-0.333285,0.264427
329,220720735,0.929593,0.213094,0.014755,0.300384,-0.145803,-0.377474,0.239669
330,220737402,0.929601,0.212992,0.014739,0.300430,-0.129591,-0.354602,0.271733
331,220754069,0.929606,0.212884,0.014700,0.300494,-0.104358,-0.369772,0.241511
332,220770736,0.929605,0.212748,0.014625,0.300598,-0.144551,-0.353278,0.233502
333,220787403,0.929635,0.212490,0.014422,0.300696,-0.067273,-0.376784,0.218228
334,220804070,0.929650,0.212419,0.014357,0.300704,-0.040478,-0.397720,0.226204
335,220820737,0.929665,0.212424,0.014373,0.300653,-0.088600,-0.337002,0.259187
336,220837404,0.929712,0.212266,0.014314,0.300622,-0.038507,-0.323877,0.262369
337,220854071,0.929731,0.212155,0.014353,0.300641,-0.028835,-0.380248,0.249913
338,220870738,0.929751,0.212087,0.014417,0.300623,-0.051577,-0.377834,0.264510
339,220887405,0.929794,0.211995,0.014471,0.300551,-0.095341,-0.329864,0.230727
340,220904072,0.929816,0.211951,0.014574,0.300510,-0.086518,-0.335373,0.203271
341,220920739,0.929838,0.211900,0.014678,0.300475,-0.079120,-0.290958,0.256166
342,220937406,0.929861,0.211817,0.014750,0.300457,-0.051175,-0.328940,0.256922
343,220954073,0.929860,0.211795,0.014850,0.300471,-0.096599,-0.329191,0.259375
344,220970740,0.929876,0.211720,0.014845,0.300475,-0.136438,-0.315211,0.244187
345,220987407,0.929862,0.211713,0.014875,0.300523,-0.125347,-0.345460,0.242278
346,221004074,0.929863,0.211673,0.014914,0.300543,-0.116371,-0.323717,0.288540
347,221020741,0.929895,0.211504,0.014920,0.300564,-0.076627,-0.356898,0.305780
348,221037408,0.929922,0.211350,0.014965,0.300587,-0.076083,-0.372434,0.260683
349,221054075,0.929947,0.211237,0.014976,0.300588,-0.069583,-0.366470,0.251992
350,221070742,0.929967,0.211208,0.015009,0.300546,-0.097264,-0.308117,0.249792
351,221087409,0.929986,0.211152,0.014997,0.300527,-0.124764,-0.295686,0.219999
352,221104076,0.930002,0.211105,0.014979,0.300510,-0.112327,-0.300975,0.247020
353,221120743,0.930027,0.211046,0.014921,0.300479,-0.081158,-0.321447,0.271029
354,221137410,0.930043,0.211101,0.014956,0.300389,-0.063847,-0.295676,0.255350
355,221154077,0.930055,0.211080,0.014975,0.300364,-0.131312,-0.327195,0.242215
356,221170744,0.930078,0.211041,0.014896,0.300326,-0.035998,-0.380550,0.268949
357,221187411,0.930093,0.211038,0.014945,0.300279,-0.076779,-0.321367,0.293017
358,221204078,0.930127,0.210874,0.014940,0.300289,-0.041132,-0.324369,0.245462
359,221220745,0.930157,0.210814,0.015002,0.300234,-0.017041,-0.274083,0.238190
360,221237412,0.930182,0.210758,0.015122,0.300191,-0.043355,-0.234420,0.249820
361,221254079,0.930198,0.210709,0.015195,0.300170,-0.103780,-0.337646,0.235728
362,221270746,0.930193,0.210790,0.015267,0.300127,-0.085022,-0.300459,0.262992
363,221287413,0.930187,0.210784,0.015311,0.300148,-0.102300,-0.260739,0.278584
364,221304080,0.930197,0.210677,0.015302,0.300190,-0.082053,-0.306077,0.265622
365,221320747,0.930200,0.210547,0.015329,0.300271,-0.089623,-0.320861,0.252083
366,221337414,0.930201,0.210394,0.015296,0.300376,-0.099119,-0.312708,0.256996
367,221354081,0.930191,0.210309,0.015270,0.300469,-0.133771,-0.330576,0.243320
368,221370748,0.930198,0.210193,0.015235,0.300529,-0.089784,-0.319477,0.258033
369,221387415,0.930205,0.210179,0.015235,0.300519,-0.054107,-0.307534,0.266063
370,221404082,0.930224,0.210150,0.015236,0.300481,-0.120228,-0.269469,0.281084
371,221420749,0.930246,0.210032,0.015176,0.300496,-0.098351,-0.271034,0.268696
372,221437416,0.930271,0.209888,0.015099,0.300526,-0.078888,-0.274948,0.225436
373,221454083,0.930296,0.209757,0.015063,0.300539,-0.059908,-0.292775,0.210454
374,221470750,0.930306,0.209672,0.015064,0.300570,-0.065718,-0.297070,0.268273
375,221487417,0.930340,0.209456,0.014940,0.300622,0.005411,-0.357065,0.266125
376,221504084,0.930346,0.209446,0.014966,0.300607,0.017897,-0.361656,0.235801
377,221520751,0.930361,0.209482,0.015015,0.300533,-0.002793,-0.318706,0.245716
378,221537418,0.930361,0.209576,0.015121,0.300463,-0.087755,-0.277928,0.274031
379,221554085,0.930357,0.209610,0.015210,0.300446,-0.055954,-0.198325,0.254380
380,221570752,0.930358,0.209575,0.015273,0.300464,-0.076007,-0.222144,0.247828
381,221587419,0.930358,0.209562,0.015318,0.300471,-0.091587,-0.229495,0.209784
382,221604086,0.930359,0.209505,0.015317,0.300509,-0.125245,-0.217010,0.267184
383,221620753,0.930353,0.209399,0.015257,0.300605,-0.092354,-0.291367,0.255236
384,221637420,0.930337,0.209356,0.015242,0.300683,-0.069295,-0.310512,0.300326
385,221654087,0.930325,0.209329,0.015233,0.300739,-0.078238,-0.321707,0.273053
386,221670754,0.930333,0.209312,0.015229,0.300727,-0.071125,-0.295975,0.222371
387,221687421,0.930343,0.209347,0.015244,0.300672,-0.088757,-0.251593,0.238708
388,221704088,0.930353,0.209335,0.015272,0.300647,-0.104378,-0.228241,0.248776
389,221720755,0.930382,0.209250,0.015247,0.300619,-0.089563,-0.278019,0.244213
390,221737422,0.930388,0.209243,0.015246,0.300605,-0.072267,-0.290626,0.262261
391,221754089,0.930406,0.209201,0.015250,0.300577,-0.069377,-0.296404,0.257928
392,221770756,0.930427,0.209158,0.015242,0.300544,-0.032544,-0.305398,0.239647
393,221787423,0.930426,0.209230,0.015308,0.300492,-0.046682,-0.261938,0.287777
394,221804090,0.930454,0.209197,0.015340,0.300429,-0.058456,-0.219728,0.265030
395,221820757,0.930475,0.209111,0.015414,0.300417,-0.062522,-0.219302,0.243932
396,221837424,0.930497,0.209014,0.015470,0.300416,-0.062605,-0.230540,0.249723
397,221854091,0.930506,0.208928,0.015504,0.300446,-0.084268,-0.274606,0.239590
398,221870758,0.930522,0.208848,0.015504,0.300453,-0.079925,-0.296780,0.258367
399,221887425,0.930544,0.208819,0.015489,0.300403,-0.080693,-0.290153,0.226361
400,221904092,0.930558,0.208813,0.015515,0.300363,-0.061705,-0.244908,0.228515
401,221920759,0.930567,0.208802,0.015567,0.300341,-0.045844,-0.238849,0.189024
402,221937426,0.930554,0.208838,0.015610,0.300354,-0.057965,-0.244395,0.277319
403,221954093,0.930538,0.208850,0.015634,0.300395,-0.076860,-0.243351,0.269635
404,221970760,0.930524,0.208872,0.015632,0.300424,-0.122347,-0.278780,0.255350
405,221987427,0.930538,0.208894,0.015619,0.300364,-0.072648,-0.271120,0.272921
406,222004094,0.930542,0.208994,0.015647,0.300282,-0.089184,-0.227077,0.247382
407,222020761,0.930545,0.208984,0.015630,0.300279,-0.138106,-0.240871,0.266089
408,222037428,0.930573,0.208858,0.015586,0.300282,-0.012289,-0.255033,0.298009
409,222054095,0.930593,0.208682,0.015587,0.300341,-0.045255,-0.253261,0.309622
410,222070762,0.930614,0.208507,0.015596,0.300399,-0.009341,-0.263514,0.248258
411,222087429,0.930637,0.208504,0.015672,0.300326,-0.089635,-0.201313,0.244683
412,222104096,0.930683,0.208416,0.015701,0.300243,-0.104996,-0.174916,0.239205
413,222120763,0.930703,0.208378,0.015698,0.300208,-0.112260,-0.232850,0.236392
414,222137430,0.930734,0.208286,0.015680,0.300177,-0.039987,-0.194375,0.284057
415,222154097,0.930739,0.208127,0.015665,0.300271,-0.068196,-0.226861,0.286332
416,222170764,0.930753,0.207926,0.015591,0.300371,-0.037763,-0.259776,0.230165
417,222187431,0.930745,0.207817,0.015569,0.300472,-0.067662,-0.286209,0.219179
418,222204098,0.930745,0.207749,0.015545,0.300521,-0.073332,-0.235675,0.245828
419,222220765,0.930748,0.207706,0.015546,0.300540,-0.066581,-0.236580,0.261064
420,222237432,0.930755,0.207597,0.015488,0.300597,-0.072336,-0.214185,0.256877
421,222254099,0.930755,0.207542,0.015429,0.300639,-0.041918,-0.235399,0.247838
422,222270766,0.930772,0.207485,0.015373,0.300628,-0.031688,-0.222415,0.275982
423,222287433,0.930773,0.207420,0.015384,0.300668,-0.069915,-0.239096,0.261185
424,222304100,0.930780,0.207270,0.015354,0.300753,-0.065879,-0.225735,0.231071
425,222320767,0.930800,0.207181,0.015313,0.300753,-0.032379,-0.225290,0.215068
426,222337434,0.930790,0.207160,0.015298,0.300800,-0.098605,-0.219060,0.252649
427,222354101,0.930797,0.207053,0.015187,0.300858,-0.015579,-0.266639,0.245711
428,222370768,0.930790,0.207031,0.015124,0.300897,-0.033775,-0.235100,0.251801
429,222387435,0.930788,0.206993,0.015135,0.300930,-0.079818,-0.242267,0.263528
430,222404102,0.930802,0.206913,0.015137,0.300941,-0.072460,-0.201411,0.234012
431,222420769,0.930798,0.206872,0.015167,0.300980,-0.063997,-0.192086,0.281458
432,222437436,0.930794,0.206814,0.015168,0.301032,-0.056369,-0.167035,0.272251
433,222454103,0.930803,0.206698,0.015159,0.301085,-0.100453,-0.185115,0.251104
434,222470770,0.930816,0.206551,0.015047,0.301151,-0.086674,-0.208272,0.240260
435,222487437,0.930838,0.206426,0.014947,0.301172,-0.070152,-0.243947,0.245760
436,222504104,0.930876,0.206291,0.014849,0.301153,-0.044043,-0.256190,0.258689
437,222520771,0.930904,0.206185,0.014828,0.301139,-0.046653,-0.220837,0.269272
438,222537438,0.930949,0.206058,0.014820,0.301089,-0.026862,-0.208273,0.279566
439,222554105,0.930974,0.205965,0.014867,0.301073,-0.034790,-0.203066,0.221474
440,222570772,0.930992,0.205869,0.014897,0.301082,-0.072146,-0.193387,0.276329
441,222587439,0.931039,0.205710,0.014909,0.301044,-0.068661,-0.204394,0.245702
442,222604106,0.931059,0.205607,0.014971,0.301049,-0.086024,-0.257342,0.249207
443,222620773,0.931099,0.205526,0.015017,0.300978,-0.055671,-0.210210,0.261992
444,222637440,0.931133,0.205482,0.015049,0.300902,-0.044646,-0.241171,0.237190
445,222654107,0.931161,0.205430,0.015138,0.300846,-0.047600,-0.205661,0.246697
446,222670774,0.931187,0.205414,0.015209,0.300772,-0.081345,-0.185808,0.237242
447,222687441,0.931221,0.205304,0.015212,0.300743,-0.032175,-0.194509,0.257976
448,222704108,0.931240,0.205230,0.015252,0.300733,-0.056306,-0.235127,0.251132
449,222720775,0.931275,0.205165,0.015308,0.300665,-0.036001,-0.205581,0.239207
450,222737442,0.931289,0.205159,0.015377,0.300622,-0.049987,-0.219478,0.271216
451,222754109,0.931285,0.205166,0.015467,0.300625,-0.043291,-0.189200,0.242816
452,222770776,0.931300,0.205179,0.015529,0.300566,-0.078854,-0.184769,0.256441
453,222787443,0.931324,0.205123,0.015530,0.300530,-0.072182,-0.199864,0.253944
454,222804110,0.931341,0.205095,0.015548,0.300497,-0.047220,-0.151263,0.218683
455,222820777,0.931351,0.205079,0.015549,0.300478,-0.069485,-0.170328,0.267282
456,222837444,0.931362,0.205030,0.015535,0.300476,-0.056397,-0.211961,0.264999
457,222854111,0.931370,0.205079,0.015567,0.300415,-0.041818,-0.250547,0.239442
458,222870778,0.931354,0.205241,0.015635,0.300353,-0.080902,-0.195489,0.217322
459,222887445,0.931344,0.205277,0.015573,0.300361,-0.047756,-0.248232,0.276581
460,222904112,0.931350,0.205315,0.015682,0.300312,-0.031271,-0.191771,0.295849
461,222920779,0.931393,0.205256,0.015752,0.300214,-0.025441,-0.203997,0.242907
462,222937446,0.931416,0.205298,0.015881,0.300108,-0.021483,-0.155525,0.250137
463,222954113,0.931437,0.205286,0.015976,0.300047,-0.041731,-0.093028,0.284042
464,222970780,0.931452,0.205204,0.016088,0.300049,-0.073920,-0.192801,0.247701
465,222987447,0.931469,0.205195,0.016115,0.300003,-0.029670,-0.202115,0.279808
466,223004114,0.931500,0.205137,0.016137,0.299944,-0.051693,-0.159438,0.278718
467,223020781,0.931512,0.205020,0.016118,0.299986,-0.058335,-0.210266,0.263195
468,223037448,0.931518,0.204959,0.016121,0.300010,-0.044263,-0.185575,0.228456
469,223054115,0.931519,0.204906,0.016146,0.300043,-0.059259,-0.215324,0.232135
470,223070782,0.931530,0.204914,0.016178,0.300000,-0.020006,-0.252151,0.234736
471,223087449,0.931528,0.204914,0.016280,0.300001,-0.063720,-0.204504,0.272146
472,223104116,0.931557,0.204875,0.016346,0.299933,-0.068091,-0.163521,0.255996
473,223120783,0.931578,0.204857,0.016434,0.299876,-0.054678,-0.150945,0.251040
474,223137450,0.931590,0.204872,0.016487,0.299826,-0.079562,-0.153519,0.264352
475,223154117,0.931612,0.204815,0.016502,0.299798,-0.053292,-0.164835,0.244384
476,223170784,0.931627,0.204794,0.016523,0.299762,-0.058364,-0.177757,0.258244
477,223187451,0.931646,0.204749,0.016569,0.299731,-0.033271,-0.145929,0.264433
478,223204118,0.931657,0.204625,0.016530,0.299783,-0.025360,-0.218901,0.267376
479,223220785,0.931670,0.204578,0.016507,0.299777,0.030310,-0.185308,0.252866
480,223237452,0.931690,0.204532,0.016497,0.299748,-0.017499,-0.209942,0.242303
481,223254119,0.931683,0.204565,0.016579,0.299742,-0.084168,-0.164599,0.263122
482,223270786,0.931690,0.204550,0.016657,0.299728,-0.036681,-0.138326,0.260227
483,223287453,0.931694,0.204490,0.016708,0.299752,-0.072165,-0.165024,0.254005
484,223304120,0.931698,0.204465,0.016731,0.299754,-0.068338,-0.202663,0.257674
485,223320787,0.931701,0.204436,0.016719,0.299766,-0.050349,-0.185779,0.241113
486,223337454,0.931698,0.204424,0.016697,0.299785,-0.068539,-0.167815,0.202126
487,223354121,0.931678,0.204429,0.016671,0.299846,-0.036508,-0.154211,0.237636
488,223370788,0.931676,0.204389,0.016666,0.299879,-0.053027,-0.186495,0.288804
489,223387455,0.931681,0.204346,0.016671,0.299891,-0.052024,-0.175067,0.298464
490,223404122,0.931708,0.204280,0.016702,0.299850,-0.077722,-0.144852,0.286532
491,223420789,0.931730,0.204117,0.016696,0.299893,-0.060415,-0.156501,0.280673
492,223437456,0.931754,0.203993,0.016729,0.299903,-0.052161,-0.159609,0.269124
493,223454123,0.931771,0.203841,0.016725,0.299955,-0.048663,-0.193238,0.261409
494,223470790,0.931771,0.203780,0.016741,0.299993,-0.043899,-0.194488,0.256804
495,223487457,0.931773,0.203728,0.016755,0.300021,-0.039200,-0.166260,0.280473
496,223504124,0.931779,0.203649,0.016755,0.300056,-0.024689,-0.156429,0.222422
497,223520791,0.931788,0.203595,0.016762,0.300066,-0.005766,-0.158922,0.241873
498,223537458,0.931799,0.203580,0.016788,0.300039,-0.019809,-0.154198,0.248268
499,223554125,0.931790,0.203580,0.016822,0.300066,-0.042075,-0.172474,0.277275
500,223570792,0.931793,0.203554,0.016841,0.300074,-0.060321,-0.145436,0.258511
501,223587459,0.931802,0.203497,0.016834,0.300086,-0.043973,-0.158416,0.282372
502,223604126,0.931819,0.203431,0.016833,0.300077,-0.040230,-0.143024,0.258409
503,223620793,0.931842,0.203318,0.016795,0.300083,-0.031323,-0.154183,0.272906
504,223637460,0.931842,0.203243,0.016745,0.300138,-0.015176,-0.171791,0.266026
505,223654127,0.931853,0.203215,0.016720,0.300124,-0.060814,-0.186927,0.262626
506,223670794,0.931847,0.203216,0.016691,0.300142,-0.067869,-0.150880,0.257327
507,223687461,0.931855,0.203209,0.016672,0.300124,-0.036387,-0.151264,0.254214
508,223704128,0.931849,0.203270,0.016723,0.300097,-0.034496,-0.130589,0.263928
509,223720795,0.931862,0.203253,0.016750,0.300067,-0.079428,-0.140057,0.240742
510,223737462,0.931882,0.203217,0.016658,0.300034,-0.016587,-0.199154,0.277417
511,223754129,0.931902,0.203120,0.016693,0.300038,-0.013576,-0.141918,0.287333
512,223770796,0.931923,0.203023,0.016704,0.300036,-0.013589,-0.206675,0.222994
513,223787463,0.931946,0.203050,0.016772,0.299943,-0.021072,-0.116499,0.266776
514,223804130,0.931969,0.203021,0.016850,0.299888,-0.042606,-0.077212,0.261155
515,223820797,0.931994,0.203063,0.016935,0.299777,-0.080949,-0.141213,0.216641
516,223837464,0.931991,0.203107,0.016982,0.299754,-0.047609,-0.092468,0.295119
517,223854131,0.932011,0.203028,0.017015,0.299742,-0.069499,-0.103929,0.280371
518,223870798,0.932045,0.202918,0.017019,0.299712,-0.040186,-0.171829,0.224926
519,223887465,0.932047,0.202867,0.017023,0.299739,-0.011869,-0.174618,0.224532
520,223904132,0.932031,0.202876,0.017050,0.299780,-0.009477,-0.190286,0.215196
521,223920799,0.932025,0.202955,0.017116,0.299743,-0.063330,-0.146165,0.258715
522,223937466,0.932056,0.202960,0.017123,0.299643,-0.053224,-0.157267,0.238069
523,223954133,0.932086,0.203031,0.017160,0.299499,-0.067690,-0.154619,0.286331
524,223970800,0.932089,0.202991,0.017156,0.299518,-0.063863,-0.125376,0.301071
525,223987467,0.932119,0.202909,0.017143,0.299481,-0.052944,-0.161600,0.269999
526,224004134,0.932143,0.202864,0.017148,0.299435,-0.046967,-0.120778,0.273581
527,224020801,0.932168,0.202831,0.017166,0.299378,-0.013798,-0.113320,0.229654
528,224037468,0.932159,0.202884,0.017264,0.299365,-0.055646,-0.071871,0.260922
529,224054135,0.932175,0.202740,0.017169,0.299418,-0.070689,-0.151894,0.281410
530,224070802,0.932196,0.202666,0.017069,0.299409,0.021620,-0.149638,0.234297
531,224087469,0.932201,0.202637,0.016987,0.299419,-0.031789,-0.184469,0.261551
532,224104136,0.932204,0.202674,0.016979,0.299383,-0.092739,-0.162954,0.282496
533,224120803,0.932207,0.202635,0.017017,0.299398,-0.044405,-0.109858,0.214180
534,224137470,0.932219,0.202625,0.017033,0.299366,-0.056848,-0.114299,0.252548
535,224154137,0.932209,0.202584,0.017039,0.299426,-0.070021,-0.102372,0.268294
536,224170804,0.932200,0.202410,0.016957,0.299577,-0.026549,-0.172490,0.261069
537,224187471,0.932196,0.202349,0.016951,0.299629,0.005974,-0.151478,0.248071
538,224204138,0.932237,0.202251,0.016915,0.299572,-0.019279,-0.158052,0.221539
539,224220805,0.932254,0.202288,0.016958,0.299490,0.000689,-0.165354,0.250419
540,224237472,0.932253,0.202327,0.017046,0.299462,-0.010824,-0.133612,0.270432
541,224254139,0.932260,0.202359,0.017138,0.299414,-0.083633,-0.111574,0.250832
542,224270806,0.932287,0.202333,0.017176,0.299346,-0.057832,-0.126902,0.282660
543,224287473,0.932294,0.202295,0.017233,0.299345,-0.061539,-0.124510,0.236967
544,224304140,0.932312,0.202263,0.017240,0.299311,-0.049251,-0.130911,0.283123
545,224320807,0.932333,0.202241,0.017265,0.299259,-0.064128,-0.126974,0.250802
546,224337474,0.932336,0.202205,0.017263,0.299273,-0.055825,-0.153940,0.249797
547,224354141,0.932351,0.202170,0.017278,0.299251,-0.035517,-0.147686,0.284632
548,224370808,0.932352,0.202089,0.017309,0.299298,-0.041304,-0.129843,0.252198
549,224387475,0.932396,0.201974,0.017319,0.299241,-0.032349,-0.125425,0.209596
550,224404142,0.932401,0.201923,0.017394,0.299255,-0.070019,-0.113141,0.201768
551,224420809,0.932412,0.201867,0.017407,0.299257,-0.057174,-0.133780,0.244302
552,224437476,0.932388,0.201843,0.017418,0.299347,-0.048504,-0.127804,0.265096
553,224454143,0.932392,0.201794,0.017411,0.299368,-0.055171,-0.135932,0.233916
554,224470810,0.932389,0.201741,0.017405,0.299413,-0.029748,-0.118999,0.229665
555,224487477,0.932380,0.201705,0.017418,0.299466,0.027170,-0.128648,0.248738
556,224504144,0.932380,0.201726,0.017514,0.299446,-0.012095,-0.121168,0.250833
557,224520811,0.932400,0.201705,0.017611,0.299392,-0.022714,-0.113814,0.246248
558,224537478,0.932413,0.201731,0.017728,0.299325,-0.092946,-0.113298,0.232907
559,224554145,0.932424,0.201707,0.017712,0.299308,-0.066869,-0.101788,0.231892
560,224570812,0.932404,0.201752,0.017774,0.299338,-0.033841,-0.115226,0.217578
561,224587479,0.932411,0.201839,0.017836,0.299253,-0.064594,-0.134500,0.224481
562,224604146,0.932422,0.201861,0.017800,0.299208,-0.040248,-0.181612,0.289102
563,224620813,0.932449,0.201830,0.017904,0.299136,0.013151,-0.136966,0.292273
564,224637480,0.932458,0.201800,0.017980,0.299124,-0.018637,-0.175268,0.261143
565,224654147,0.932464,0.201854,0.018099,0.299062,0.007347,-0.109853,0.260565
566,224670814,0.932466,0.201914,0.018229,0.299008,-0.046680,-0.093645,0.278142
567,224687481,0.932470,0.201993,0.018385,0.298932,-0.064666,-0.112703,0.276764
568,224704148,0.932522,0.202031,0.018468,0.298738,-0.059243,-0.073774,0.290002
569,224720815,0.932566,0.201958,0.018558,0.298646,-0.037530,-0.064026,0.264945
570,224737482,0.932558,0.201865,0.018625,0.298730,-0.017623,-0.080271,0.259482
571,224754149,0.932564,0.201733,0.018690,0.298795,-0.031463,-0.118832,0.243525
572,224770816,0.932559,0.201623,0.018722,0.298885,-0.034507,-0.144971,0.236700
573,224787483,0.932562,0.201607,0.018818,0.298878,-0.053348,-0.131730,0.277464
574,224804150,0.932578,0.201514,0.018833,0.298890,-0.076940,-0.135236,0.277695
575,224820817,0.932597,0.201459,0.018885,0.298865,-0.047706,-0.122721,0.252098
576,224837484,0.932617,0.201420,0.018910,0.298827,-0.056990,-0.119370,0.241368
577,224854151,0.932632,0.201346,0.018892,0.298831,-0.049339,-0.128582,0.248945
578,224870818,0.932661,0.201276,0.018900,0.298789,-0.038463,-0.110364,0.256725
579,224887485,0.932697,0.201213,0.018882,0.298720,-0.011082,-0.112224,0.252560
580,224904152,0.932729,0.201203,0.018930,0.298625,-0.001687,-0.080697,0.270396
581,224920819,0.932770,0.201008,0.018864,0.298631,-0.032012,-0.131100,0.272633
582,224937486,0.932794,0.200858,0.018777,0.298663,0.036226,-0.144295,0.263341
583,224954153,0.932788,0.200797,0.018738,0.298725,-0.032790,-0.166793,0.235313
584,224970820,0.932787,0.200771,0.018708,0.298748,-0.077425,-0.144058,0.257652
585,224987487,0.932797,0.200714,0.018671,0.298754,-0.024074,-0.095510,0.258394
586,225004154,0.932799,0.200689,0.018688,0.298767,-0.016354,-0.083403,0.263901
587,225020821,0.932803,0.200639,0.018667,0.298787,-0.018478,-0.097168,0.225738
588,225037488,0.932773,0.200594,0.018659,0.298912,-0.037090,-0.115216,0.225715
589,225054155,0.932757,0.200556,0.018622,0.298991,-0.038522,-0.140775,0.226196
590,225070822,0.932752,0.200587,0.018652,0.298984,-0.032830,-0.110367,0.255125
591,225087489,0.932737,0.200582,0.018680,0.299031,-0.036847,-0.127217,0.274397
592,225104156,0.932758,0.200583,0.018724,0.298962,-0.033477,-0.113673,0.268353
593,225120823,0.932789,0.200572,0.018763,0.298869,-0.020765,-0.090011,0.258385
594,225137490,0.932801,0.200601,0.018820,0.298811,-0.068352,-0.102156,0.266689
595,225154157,0.932831,0.200550,0.018834,0.298751,-0.099964,-0.052702,0.296990
596,225170824,0.932868,0.200395,0.018845,0.298736,-0.050944,-0.091124,0.266476
597,225187491,0.932906,0.200287,0.018844,0.298692,-0.028476,-0.096851,0.237887
598,225204158,0.932955,0.200169,0.018867,0.298615,-0.009335,-0.076964,0.263838
599,225220825,0.932985,0.200024,0.018862,0.298621,0.000235,-0.115121,0.247442
600,225237492,0.932982,0.199978,0.018852,0.298660,-0.018582,-0.137825,0.241010
601,225254159,0.932980,0.199935,0.018879,0.298695,-0.030113,-0.111623,0.270900
602,225270826,0.932988,0.199811,0.018870,0.298751,-0.007415,-0.125371,0.264029
603,225287493,0.933002,0.199756,0.018905,0.298744,-0.023369,-0.136080,0.249093
604,225304160,0.933040,0.199692,0.018916,0.298668,-0.005085,-0.119773,0.269922
605,225320827,0.933046,0.199661,0.018967,0.298664,-0.017755,-0.113967,0.276121
606,225337494,0.933049,0.199616,0.019016,0.298683,-0.037360,-0.088501,0.215273
607,225354161,0.933058,0.199568,0.019029,0.298686,-0.035321,-0.088487,0.231982
608,225370828,0.933031,0.199567,0.019061,0.298770,-0.045770,-0.083969,0.270990
609,225387495,0.933034,0.199517,0.019075,0.298791,-0.027831,-0.092107,0.282785
610,225404162,0.933022,0.199522,0.019147,0.298821,-0.028197,-0.108993,0.260093
611,225420829,0.933014,0.199526,0.019165,0.298842,-0.062690,-0.100119,0.212023
612,225437496,0.932987,0.199651,0.019237,0.298839,-0.041631,-0.086191,0.256320
613,225454163,0.932975,0.199754,0.019259,0.298805,-0.079422,-0.109693,0.272079
