version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 13,1710531836065,2024-03-15_19-43-56,Europe/Madrid,ios,1.30.1,ab4f09d0-f7d6-418c-b252-cc4821c3629c,Accelerometer|Annotation|AccelerometerUncalibrated,10||10,false
